queryCost,latitude,longitude,resolvedAddress,address,timezone,tzoffset,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,pressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,moonphase,conditions,description,icon
1,32.5625,107.45,"32.5625,107.45","32.5625,107.45",Asia/Shanghai,8.0,90.7,76.0,82.7,68.5,66.5,0.0,,0.0,,,,,5.2,230.4,1006.9,63.1,10.7,,,0.0,0.0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
1,45.42,-122.663,"45.42,-122.663","45.42,-122.663",America/Los_Angeles,-8.0,41.4,23.7,35.0,34.1,87.27,1.06,,58.33,,,,,16.6,213.1,1010.4,56.2,9.1,,,0.0,0.14,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain
1,-11.1295,-75.3587,"-11.1295,-75.3587","-11.1295,-75.3587",America/Lima,-5.0,0.0,0.0,,,,,,0.0,,,,,,,,,,,,,0.0,,,
1,28.8378,81.708,"28.8378,81.708","28.8378,81.708",Asia/Kathmandu,5.75,74.9,74.9,74.9,74.0,97.03,0.0,,0.0,,,,,0.0,,996.4,60.0,3.1,,,0.0,0.37,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
1,10.3336,123.8978,"10.3336,123.8978","10.3336,123.8978",Asia/Manila,8.0,105.1,75.2,88.7,77.3,87.48,0.35,,8.7,,,,,9.2,176.8,1008.0,88.6,6.1,,,0.0,0.33,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain
1,10.7004,124.9668,"10.7004,124.9668","10.7004,124.9668",Asia/Manila,8.0,87.4,76.4,79.9,75.6,91.17,1.67,,62.5,,,,,6.3,213.3,1007.8,94.1,7.6,,,0.0,0.85,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain
1,48.2797,-117.2665,"48.2797,-117.2665","48.2797,-117.2665",America/Los_Angeles,-7.0,42.5,35.0,39.1,38.9,77.38,0.2,,62.5,,,,31.5,20.0,207.0,1001.6,96.3,9.7,,,0.0,0.23,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain
1,24.9531,-107.622,"24.9531,-107.622","24.9531,-107.622",America/Mazatlan,-6.0,116.4,91.1,108.4,78.6,65.53,0.0,,0.0,,,,,6.9,,1006.5,71.7,9.1,,,0.0,0.66,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
1,43.6846,-114.4194,"43.6846,-114.4194","43.6846,-114.4194",America/Boise,-6.0,60.4,43.9,50.4,41.7,71.32,0.09,,16.67,,,,,9.6,,1010.3,16.9,17.9,,,0.0,0.83,Rain,Clear conditions throughout the day with rain.,rain
1,23.89,100.0845,"23.89,100.0845","23.89,100.0845",Asia/Shanghai,8.0,71.2,63.4,66.3,62.0,86.37,0.36,,50.0,,,,,6.6,167.5,1009.6,92.6,14.6,,,0.0,0.06,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain
1,25.0967,102.695,"25.0967,102.695","25.0967,102.695",Asia/Shanghai,8.0,66.3,53.7,60.7,57.5,89.25,0.46,,8.33,,,,,13.4,137.5,,96.7,5.9,,,0.0,0.06,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain
1,45.8647,-122.8178,"45.8647,-122.8178","45.8647,-122.8178",America/Los_Angeles,-8.0,56.9,48.3,52.6,48.4,85.45,0.06,,45.83,,,,21.9,11.6,149.8,1015.8,89.2,9.4,,,0.0,1.0,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain
1,45.377,-122.0704,"45.377,-122.0704","45.377,-122.0704",America/Los_Angeles,-8.0,52.3,33.6,43.3,44.2,94.73,2.33,,100.0,,,,31.1,14.8,182.1,1006.3,100.0,6.0,,,0.0,0.11,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain
1,23.14383048,105.5299971,"23.14383048,105.5299971","23.14383048,105.5299971",Asia/Bangkok,7.0,77.3,71.3,73.4,70.2,89.78,0.6,,42.86,,,,,4.5,235.0,1003.2,70.0,13.4,,,0.0,0.37,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain
1,12.5655,124.0419,"12.5655,124.0419","12.5655,124.0419",Asia/Manila,8.0,77.9,75.0,76.5,72.8,88.3,0.73,,100.0,,,,,12.7,28.3,1011.7,100.0,8.5,,,0.0,0.14,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain
1,45.521,-122.67,"45.521,-122.67","45.521,-122.67",America/Los_Angeles,-8.0,40.3,27.9,35.7,33.1,87.02,0.0,,0.0,,,,,5.8,120.4,1024.4,86.6,9.7,,,0.0,0.2,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
1,35.507,-83.071,"35.507,-83.071","35.507,-83.071",America/New_York,-5.0,60.9,29.0,44.7,38.1,70.96,0.78,,29.17,,,,38.0,19.7,241.5,997.0,21.5,8.9,,,0.0,0.41,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain
1,46.11,-122.893,"46.11,-122.893","46.11,-122.893",America/Los_Angeles,-8.0,53.7,50.1,51.9,49.4,91.32,2.62,,91.67,,,,,18.3,164.2,1012.7,100.0,7.1,,,0.0,0.41,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain
1,47.432,-122.334,"47.432,-122.334","47.432,-122.334",America/Los_Angeles,-8.0,52.1,51.2,51.3,48.5,90.04,2.28,,100.0,,,,37.9,23.7,196.2,1007.6,99.6,6.7,,,0.0,0.41,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain
1,48.538,-121.75,"48.538,-121.75","48.538,-121.75",America/Los_Angeles,-8.0,35.7,31.5,33.2,47.4,100.0,1.12,,95.83,,,,30.0,12.1,154.9,1004.7,33.7,7.2,,,0.0,0.41,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain
1,48.72,-122.2,"48.72,-122.2","48.72,-122.2",America/Los_Angeles,-8.0,50.1,43.9,45.8,47.2,94.11,1.32,,95.83,,,,30.0,13.8,158.3,1004.7,98.1,6.3,,,0.0,0.41,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain
1,46.1299,-122.909,"46.1299,-122.909","46.1299,-122.909",America/Los_Angeles,-8.0,50.1,35.0,42.9,41.2,86.5,0.77,,50.0,,,,,16.1,237.1,1018.6,98.3,9.2,,,0.0,0.45,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain
1,47.538,-122.273,"47.538,-122.273","47.538,-122.273",America/Los_Angeles,-8.0,51.3,32.7,42.7,41.0,81.55,0.19,,20.83,,,,40.0,18.5,175.0,1014.3,94.8,9.7,,,0.0,0.45,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain
1,48.929,-122.037,"48.929,-122.037","48.929,-122.037",America/Los_Angeles,-8.0,43.2,36.2,39.0,39.3,90.31,0.49,,45.83,,,,23.5,8.2,212.0,1012.8,54.9,7.9,,,0.0,0.45,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain
1,36.7946,5.765,"36.7946,5.765","36.7946,5.765",Africa/Algiers,1.0,57.6,34.7,51.7,49.5,88.67,3.05,,16.67,,,,,31.7,310.5,1013.2,86.4,3.9,,,0.0,0.54,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain
1,47.7573,-122.2072,"47.7573,-122.2072","47.7573,-122.2072",America/Los_Angeles,-8.0,45.5,40.7,43.7,40.7,86.18,0.0,,0.0,,,,,5.0,258.1,1035.3,97.5,7.9,,,0.0,0.54,Overcast,Cloudy skies throughout the day.,cloudy
1,1.531,110.3442,"1.531,110.3442","1.531,110.3442",Asia/Kuching,8.0,78.9,73.5,75.5,74.4,96.48,1.04,,16.67,,,,,9.2,269.2,1012.8,92.9,4.1,,,0.0,0.67,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain
1,-8.5073,116.662,"-8.5073,116.662","-8.5073,116.662",Asia/Makassar,8.0,99.2,77.6,90.8,74.9,74.32,0.71,,8.33,,,,,9.2,298.3,1008.7,46.7,8.3,,,0.0,0.82,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain
1,8.4841,-13.2287,"8.4841,-13.2287","8.4841,-13.2287",Africa/Freetown,0.0,88.5,75.3,80.0,74.6,89.29,0.0,,0.0,,,,,13.9,274.6,,90.0,5.8,,,0.0,0.74,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
1,5.031000000000001,115.0668,"5.031000000000001,115.0668","5.031000000000001,115.0668",Asia/Brunei,8.0,96.2,75.3,84.9,76.8,90.18,0.94,,8.33,,,,,6.2,225.4,1008.3,90.2,7.2,,,0.0,0.94,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain
1,19.4271,-99.1276,"19.4271,-99.1276","19.4271,-99.1276",America/Mexico_City,-6.0,71.9,28.9,55.2,31.2,44.82,0.0,,0.0,,,,,16.1,161.4,1015.8,7.9,8.9,,,0.0,0.94,Clear,Clear conditions throughout the day.,clear-day
1,40.8403,14.252,"40.8403,14.252","40.8403,14.252",Europe/Rome,1.0,56.8,41.5,50.4,43.0,75.64,1.12,,16.67,,,,,14.8,175.4,1002.5,63.2,5.9,,,0.0,0.0,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain
1,26.8826,88.2788,"26.8826,88.2788","26.8826,88.2788",Asia/Kolkata,5.5,0.0,0.0,98.7,76.6,86.5,0.92,44.4,19.0,,,,,7.2,103.2,1000.9,79.7,2.4,,,,0.0,Partially cloudy,,partly-cloudy-day
1,34.162,-118.05,"34.162,-118.05","34.162,-118.05",America/Los_Angeles,-8.0,58.8,52.0,55.5,51.5,86.87,1.04,,79.17,,,,,8.4,161.3,1013.6,99.4,7.3,,,0.0,0.43,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain
1,26.8572,88.3143,"26.8572,88.3143","26.8572,88.3143",Asia/Kolkata,5.5,0.0,0.0,98.7,76.6,86.5,0.92,44.4,19.0,,,,,7.2,103.2,1000.9,79.7,2.4,,,,0.0,Partially cloudy,,partly-cloudy-day
1,9.29,123.226,"9.29,123.226","9.29,123.226",Asia/Manila,8.0,77.3,73.6,75.5,73.5,93.44,11.95,,100.0,,,,,13.3,244.6,1008.0,100.0,2.7,,,0.0,0.47,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain
1,14.545,121.56,"14.545,121.56","14.545,121.56",Asia/Manila,8.0,96.5,73.9,78.4,76.7,97.6,2.1,,33.33,,,,,11.4,237.9,1006.1,84.1,4.8,,,0.0,0.62,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain
1,37.9137,-79.4305,"37.9137,-79.4305","37.9137,-79.4305",America/New_York,-4.0,58.3,50.1,54.4,52.5,93.63,0.99,,66.67,,,,58.6,9.0,193.3,1008.0,98.1,7.2,,,0.0,0.89,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain
1,-41.0528,145.9063,"-41.0528,145.9063","-41.0528,145.9063",Australia/Hobart,10.0,56.6,46.4,52.8,48.9,84.98,0.59,,37.5,,,,,18.9,327.9,999.5,80.7,4.4,,,0.0,0.06,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain
1,28.2039,83.9806,"28.2039,83.9806","28.2039,83.9806",Asia/Kathmandu,5.75,93.3,93.3,93.3,73.7,67.36,1.71,,100.0,,,,,2.2,180.0,,40.0,7.5,,,0.0,0.4,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain
1,27.9447,84.2279,"27.9447,84.2279","27.9447,84.2279",Asia/Kathmandu,5.75,93.3,93.3,93.3,73.7,67.36,1.71,,100.0,,,,,2.2,180.0,,40.0,7.5,,,0.0,0.4,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain
1,34.0496,131.5729,"34.0496,131.5729","34.0496,131.5729",Asia/Tokyo,9.0,79.0,75.3,77.1,75.4,94.58,12.63,,54.17,,,,,13.6,101.8,1001.4,80.0,4.5,,,0.0,1.0,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain
1,36.770029,-83.712126,"36.770029,-83.712126","36.770029,-83.712126",America/New_York,-4.0,86.5,63.2,72.5,66.6,84.47,0.59,,20.83,,0.0,0.0,29.4,5.4,126.2,1016.9,25.6,9.4,,,0.0,0.78,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain
1,34.3852,132.4592,"34.3852,132.4592","34.3852,132.4592",Asia/Tokyo,9.0,85.3,74.4,78.0,70.1,78.06,0.72,,20.83,,,,,8.0,178.5,1004.1,29.0,4.3,,,0.0,0.04,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain
1,31.483,103.5868,"31.483,103.5868","31.483,103.5868",Asia/Shanghai,8.0,0.0,0.0,,,,,,0.0,,,,,,,,,,,,,0.08,,,
1,27.478,88.527,"27.478,88.527","27.478,88.527",Asia/Kolkata,5.5,50.6,37.2,42.1,41.1,80.74,0.0,,0.0,,,,,24.6,120.0,,85.0,12.4,,,0.0,0.35,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
1,28.0,85.71,"28.0,85.71","28.0,85.71",Asia/Kathmandu,5.75,77.1,68.1,71.9,,,0.0,,0.0,,,,,5.8,94.0,,96.7,3.9,,,0.0,0.18,Overcast,Cloudy skies throughout the day.,cloudy
1,28.1046,83.8791,"28.1046,83.8791","28.1046,83.8791",Asia/Kathmandu,5.75,0.0,0.0,94.0,72.4,81.6,0.63,30.0,13.0,,,,,3.8,161.3,,79.6,4.6,,,,0.37,Partially cloudy,,partly-cloudy-day
1,56.5561,-132.7269,"56.5561,-132.7269","56.5561,-132.7269",America/Sitka,-8.0,52.6,43.6,50.1,46.5,85.11,0.0,,0.0,,,,,18.8,115.6,1018.5,85.8,8.1,,,0.0,0.02,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
1,56.5692,-132.7348,"56.5692,-132.7348","56.5692,-132.7348",America/Sitka,-8.0,54.8,44.6,52.1,49.6,89.52,0.0,,0.0,,,,,20.5,126.8,1012.1,84.1,7.3,,,0.0,0.08,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
1,56.5787,-132.5617,"56.5787,-132.5617","56.5787,-132.5617",America/Sitka,-8.0,55.1,45.1,52.4,49.5,88.24,0.0,,0.0,,,,,19.3,139.9,1012.1,87.3,7.6,,,0.0,0.08,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
1,47.2846,-122.5562,"47.2846,-122.5562","47.2846,-122.5562",America/Los_Angeles,-8.0,43.0,30.2,36.7,36.2,76.41,0.17,,62.5,,,,35.6,19.7,172.1,1014.4,83.1,9.9,,,0.0,0.01,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain
1,-7.571000000000001,109.9187,"-7.571000000000001,109.9187","-7.571000000000001,109.9187",Asia/Jakarta,7.0,0.0,0.0,,,,,,0.0,,,,,,,,,,,,,0.1,,,
1,22.69040325,104.4530851,"22.69040325,104.4530851","22.69040325,104.4530851",Asia/Bangkok,7.0,97.9,73.4,82.6,75.1,87.56,1.71,,50.0,,,,,4.5,252.1,1002.6,97.9,5.9,,,0.0,0.37,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain
1,35.0672,-85.3697,"35.0672,-85.3697","35.0672,-85.3697",America/New_York,-5.0,60.9,34.2,53.7,36.8,54.34,1.27,,16.67,,,,43.6,26.4,226.2,1003.1,49.4,9.1,,,0.0,0.78,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain
1,35.1052,-85.3361,"35.1052,-85.3361","35.1052,-85.3361",America/New_York,-5.0,61.0,34.3,53.8,36.8,54.31,1.27,,16.67,,,,43.6,26.4,226.2,1003.1,50.7,9.1,,,0.0,0.78,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain
1,-23.01374445,-44.32249842,"-23.01374445,-44.32249842","-23.01374445,-44.32249842",America/Sao_Paulo,-2.0,98.7,73.4,82.7,72.0,77.99,0.0,,0.0,,,,,19.5,55.4,,89.0,5.6,,,0.0,0.51,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
1,45.2335,-123.1587,"45.2335,-123.1587","45.2335,-123.1587",America/Los_Angeles,-8.0,56.8,52.0,54.4,50.4,86.68,0.98,,75.0,,0.0,0.0,37.8,24.9,169.6,998.4,86.9,8.4,,,0.0,0.53,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain
1,-22.89234445,-43.07409842,"-22.89234445,-43.07409842","-22.89234445,-43.07409842",America/Sao_Paulo,-3.0,90.1,73.4,79.6,74.3,89.13,0.0,,0.0,,,,30.0,16.5,221.4,,90.8,4.2,,,0.0,0.71,Overcast,Cloudy skies throughout the day.,cloudy
1,25.3098633,94.48214677,"25.3098633,94.48214677","25.3098633,94.48214677",Asia/Kolkata,5.5,79.8,76.2,78.2,77.5,97.82,0.0,,0.0,,,,,3.4,205.0,1001.9,98.0,3.5,,,0.0,0.55,Overcast,Cloudy skies throughout the day.,cloudy
1,36.6567,74.8609,"36.6567,74.8609","36.6567,74.8609",Asia/Karachi,5.0,0.0,0.0,,,,,,0.0,,,,,,,,,,,,,0.92,,,
1,10.395,123.9153,"10.395,123.9153","10.395,123.9153",Asia/Manila,8.0,105.1,75.2,88.7,77.3,87.5,0.31,,4.35,,,,,9.2,176.5,1007.7,88.6,6.1,,,0.0,0.33,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain
1,29.7334,79.6367,"29.7334,79.6367","29.7334,79.6367",Asia/Kolkata,5.5,0.0,0.0,68.3,62.3,90.0,0.18,60.0,25.0,,,,,1.3,227.5,,62.0,1.1,,,,0.67,"Rain, Partially cloudy",,rain
1,10.57,123.72,"10.57,123.72","10.57,123.72",Asia/Manila,8.0,107.8,77.0,87.1,77.6,88.92,0.12,,4.17,,,,,11.4,150.8,1006.6,92.2,6.2,,,0.0,0.37,"Rain, Overcast",Cloudy skies throughout the day with late afternoon rain.,rain
1,10.77,123.98,"10.77,123.98","10.77,123.98",Asia/Manila,8.0,107.8,77.0,87.1,77.6,88.92,0.12,,4.17,,,,,11.4,150.8,1006.6,92.2,6.2,,,0.0,0.37,"Rain, Overcast",Cloudy skies throughout the day with late afternoon rain.,rain
1,-22.2331,-42.6018,"-22.2331,-42.6018","-22.2331,-42.6018",America/Sao_Paulo,-2.0,88.2,73.7,79.1,71.7,83.4,2.09,,33.33,,,,,0.0,,1007.9,93.3,0.9,,,0.0,0.25,"Rain, Overcast",Cloudy skies throughout the day with morning rain.,rain
1,33.8778,74.3333,"33.8778,74.3333","33.8778,74.3333",Asia/Kolkata,5.5,47.9,44.3,45.6,42.6,89.4,0.28,,50.0,,,,,1.1,,,97.5,1.9,,,0.0,0.0,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain
1,44.9378,-73.0562,"44.9378,-73.0562","44.9378,-73.0562",America/New_York,-4.0,47.9,39.9,43.1,43.3,93.88,1.25,,95.83,,,,,6.7,291.3,1014.7,24.4,8.4,,,0.0,0.01,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain
1,30.7666,78.7963,"30.7666,78.7963","30.7666,78.7963",Asia/Kolkata,5.5,0.0,0.0,,,,,,0.0,,,,,,,,,,,,,0.99,,,
1,27.7394,83.5754,"27.7394,83.5754","27.7394,83.5754",Asia/Kathmandu,5.75,87.1,77.2,82.2,74.3,84.91,0.0,,0.0,,,,,0.0,,998.4,95.0,3.4,,,0.0,0.03,Overcast,Cloudy skies throughout the day.,cloudy
1,10.335,123.8725,"10.335,123.8725","10.335,123.8725",Asia/Manila,8.0,95.5,76.8,85.1,75.3,83.83,0.55,,9.09,,,,,12.8,175.0,1007.7,91.5,6.1,,,0.0,0.49,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain
1,28.3683,83.2934,"28.3683,83.2934","28.3683,83.2934",Asia/Kathmandu,5.75,87.1,69.5,78.3,70.4,84.58,0.0,,0.0,,,,,0.0,,,95.0,3.1,,,0.0,0.03,Overcast,Cloudy skies throughout the day.,cloudy
1,28.0889,83.2934,"28.0889,83.2934","28.0889,83.2934",Asia/Kathmandu,5.75,87.1,74.4,80.8,72.9,84.79,0.0,,0.0,,,,,0.0,,998.4,95.0,3.3,,,0.0,0.03,Overcast,Cloudy skies throughout the day.,cloudy
1,16.09880042,-96.22255907,"16.09880042,-96.22255907","16.09880042,-96.22255907",America/Mexico_City,-5.0,95.5,73.3,87.7,76.3,80.51,10.15,,40.0,,,,,4.4,125.2,1010.5,43.0,14.1,,,0.0,0.3,"Rain, Partially cloudy",Clearing in the afternoon with rain.,rain
1,30.7652,78.5925,"30.7652,78.5925","30.7652,78.5925",Asia/Kolkata,5.5,94.5,74.9,80.8,73.8,85.34,0.47,,25.0,,,,,2.2,95.0,1001.6,92.5,2.3,,,0.0,0.32,"Rain, Overcast",Cloudy skies throughout the day with rain clearing later.,rain
1,30.7331,79.0685,"30.7331,79.0685","30.7331,79.0685",Asia/Kolkata,5.5,0.0,0.0,,,,,,0.0,,,,,,,,,,,,,0.32,,,
1,31.0188,78.4129,"31.0188,78.4129","31.0188,78.4129",Asia/Kolkata,5.5,0.0,0.0,,,,,,0.0,,,,,,,,,,,,,0.32,,,
1,37.67607624,-119.7795082,"37.67607624,-119.7795082","37.67607624,-119.7795082",America/Los_Angeles,-8.0,35.7,15.9,27.4,17.7,57.21,0.0,,0.0,,0.0,0.0,21.9,5.5,98.7,1020.3,0.0,9.7,,,0.0,0.28,Clear,Clear conditions throughout the day.,clear-day
1,16.77787239,120.9613282,"16.77787239,120.9613282","16.77787239,120.9613282",Asia/Manila,8.0,73.5,64.5,67.8,65.9,93.89,1.81,,62.5,,,,,4.5,172.0,1008.3,87.5,4.5,,,0.0,0.14,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain
1,-8.8137,-36.9541,"-8.8137,-36.9541","-8.8137,-36.9541",America/Recife,-3.0,64.5,64.5,64.5,64.5,100.0,0.28,,100.0,,,,,4.7,230.0,1016.5,100.0,0.0,,,0.0,0.51,"Rain, Overcast",Cloudy skies throughout the day with morning rain.,rain
1,10.39,123.92,"10.39,123.92","10.39,123.92",Asia/Manila,8.0,96.1,75.2,83.2,75.6,89.53,0.24,,12.5,,,,23.0,13.7,105.3,1012.7,95.7,5.9,,,0.0,0.74,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain
1,-8.0543,-34.8813,"-8.0543,-34.8813","-8.0543,-34.8813",America/Recife,-3.0,78.8,69.8,73.5,69.8,88.49,0.0,,0.0,,,,,19.5,202.5,,93.2,4.1,,,0.0,0.51,Overcast,Cloudy skies throughout the day.,cloudy
1,30.4043,79.3318,"30.4043,79.3318","30.4043,79.3318",Asia/Kolkata,5.5,0.0,0.0,,,,,,0.0,,,,,,,,,,,,,0.67,,,
1,19.2444,-103.7244,"19.2444,-103.7244","19.2444,-103.7244",America/Mexico_City,-5.0,100.1,70.6,82.7,67.3,66.66,0.0,,0.0,,,,,12.4,100.3,1012.2,28.5,6.1,,,0.0,0.72,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
1,17.4974,-99.538,"17.4974,-99.538","17.4974,-99.538",America/Mexico_City,-5.0,106.4,65.0,76.6,67.8,84.41,0.08,,12.5,,,,,4.5,250.0,1010.8,71.3,0.0,,,0.0,0.72,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain
1,27.83196401,84.54704621,"27.83196401,84.54704621","27.83196401,84.54704621",Asia/Kathmandu,5.75,97.2,74.0,89.3,74.7,77.84,0.13,,20.0,,,,,8.1,176.0,,72.0,5.0,,,0.0,0.37,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain
1,19.5805,-101.7023,"19.5805,-101.7023","19.5805,-101.7023",America/Mexico_City,-5.0,83.5,56.3,65.1,57.8,79.43,0.5,,23.08,,,,,12.8,213.6,1010.8,70.0,9.3,,,0.0,0.72,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain
1,10.6073,124.9705,"10.6073,124.9705","10.6073,124.9705",Asia/Manila,8.0,87.5,76.0,79.2,75.3,90.55,1.7,,62.5,,,,,7.8,170.3,1007.8,92.8,8.2,,,0.0,0.85,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain
1,49.0229,-122.8001,"49.0229,-122.8001","49.0229,-122.8001",America/Vancouver,-8.0,53.7,39.1,45.5,41.6,81.75,0.92,,50.0,,,,40.2,14.9,205.6,1005.8,0.6,9.2,,,0.0,0.0,Rain,Clear conditions throughout the day with a chance of rain throughout the day.,rain
1,21.7595,-104.8334,"21.7595,-104.8334","21.7595,-104.8334",America/Mazatlan,-6.0,88.0,69.5,77.1,69.9,83.09,0.0,,11.11,,,,,8.9,205.0,1010.2,55.3,8.5,,,0.0,0.72,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
1,39.4274,-107.1291,"39.4274,-107.1291","39.4274,-107.1291",America/Denver,-6.0,83.4,51.5,68.9,42.6,41.86,0.0,,0.0,,,,24.2,10.4,150.9,1016.0,40.4,9.9,,,0.0,1.0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
1,39.4977,-107.2225,"39.4977,-107.2225","39.4977,-107.2225",America/Denver,-6.0,84.5,52.4,70.1,42.1,39.63,0.0,,0.0,,,,24.2,11.5,175.9,1015.9,31.0,9.9,,,0.0,1.0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
1,28.3875,82.6474,"28.3875,82.6474","28.3875,82.6474",Asia/Kathmandu,5.75,93.7,93.7,93.7,76.4,77.2,0.0,,0.0,,,,,1.1,90.0,1002.8,30.0,15.5,,,0.0,0.61,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
1,26.324724,94.514651,"26.324724,94.514651","26.324724,94.514651",Asia/Kolkata,5.5,107.0,78.9,93.0,80.0,92.12,0.91,,50.0,,,,,0.0,,1002.4,80.0,1.2,,,0.0,0.08,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain
1,10.37,123.89,"10.37,123.89","10.37,123.89",Asia/Manila,8.0,96.1,75.2,83.2,75.7,89.53,0.24,,12.5,,,,23.0,13.6,105.3,1012.7,95.7,5.9,,,0.0,0.74,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain
1,10.42,123.91,"10.42,123.91","10.42,123.91",Asia/Manila,8.0,96.1,75.2,83.2,75.6,89.53,0.24,,12.5,,,,23.0,13.7,105.3,1012.7,95.7,5.9,,,0.0,0.74,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain
1,27.593000000000004,88.492,"27.593000000000004,88.492","27.593000000000004,88.492",Asia/Kolkata,5.5,68.1,34.2,51.5,47.8,80.76,0.68,,50.0,,,,,15.7,124.5,,37.4,8.6,,,0.0,0.48,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain
1,42.9744,-124.01,"42.9744,-124.01","42.9744,-124.01",America/Los_Angeles,-7.0,52.6,36.3,44.9,35.9,67.94,0.09,,25.0,,,,20.8,7.5,151.8,1014.0,47.0,9.7,,,0.0,0.41,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain
1,31.0226,77.1029,"31.0226,77.1029","31.0226,77.1029",Asia/Kolkata,5.5,0.0,0.0,101.4,68.6,70.2,0.0,0.0,0.0,,,,,6.9,267.9,1004.3,25.0,2.9,,,,0.04,Partially cloudy,,partly-cloudy-day
