queryCost,latitude,longitude,resolvedAddress,address,timezone,tzoffset,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,pressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,moonphase,conditions,description,icon
1,26.1771,91.7599,"26.1771,91.7599","26.1771,91.7599",Asia/Kolkata,5.5,98.1,73.1,78.4,75.9,97.55,1.1,,37.5,,,,,9.2,350.0,1004.8,96.2,1.1,,,0.0,0.01,"Rain, Overcast",Cloudy skies throughout the day with rain clearing later.,rain
1,7.3521,126.1544,"7.3521,126.1544","7.3521,126.1544",Asia/Manila,8.0,112.9,77.1,94.6,78.4,83.15,0.43,,11.76,,,,,8.9,128.7,1007.3,83.8,7.5,,,0.0,0.69,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain
1,37.4082,-81.4261,"37.4082,-81.4261","37.4082,-81.4261",America/New_York,-5.0,52.7,34.4,43.6,40.6,82.19,0.03,,12.5,,0.0,0.0,23.0,11.5,142.4,1015.6,81.5,9.5,,,0.0,0.5,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain
1,19.1008,84.0502,"19.1008,84.0502","19.1008,84.0502",Asia/Kolkata,5.5,0.0,0.0,,,,,,0.0,,,,,,,,,,,,,0.6,,,
1,12.7796,75.5844,"12.7796,75.5844","12.7796,75.5844",Asia/Kolkata,5.5,94.0,70.6,81.8,74.4,87.54,3.71,,62.5,,,,,10.3,170.0,1006.2,90.0,2.1,,,0.0,0.88,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain
1,50.766000000000005,-1.2786,"50.766000000000005,-1.2786","50.766000000000005,-1.2786",Europe/London,1.0,55.1,43.6,49.2,47.7,88.3,0.3,,12.5,,,,31.1,16.5,131.8,1001.4,40.0,11.9,,,0.0,0.99,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain
1,32.9961,75.1994,"32.9961,75.1994","32.9961,75.1994",Asia/Kolkata,5.5,0.0,0.0,109.3,77.8,80.9,0.37,0.0,0.0,,,,,2.0,153.2,,64.3,2.4,,,,0.83,Partially cloudy,,partly-cloudy-day
1,47.3473,-122.3217,"47.3473,-122.3217","47.3473,-122.3217",America/Los_Angeles,-8.0,55.0,40.7,47.4,44.2,84.5,1.18,,54.17,,,,22.2,12.1,118.4,1013.8,79.3,6.8,,,0.0,0.25,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain
1,49.1797,-121.7407,"49.1797,-121.7407","49.1797,-121.7407",America/Vancouver,-8.0,51.7,37.1,44.1,42.3,92.65,0.0,,0.0,,,,,4.7,252.9,1024.5,0.6,201.3,,,0.0,0.52,Clear,Clear conditions throughout the day.,clear-day
1,-22.962,-43.1737,"-22.962,-43.1737","-22.962,-43.1737",America/Sao_Paulo,-3.0,74.8,69.6,72.1,70.3,94.13,0.0,,0.0,,,,34.4,20.3,246.6,,100.0,2.3,,,0.0,0.76,Overcast,Cloudy skies throughout the day.,cloudy
1,22.4827,111.3604,"22.4827,111.3604","22.4827,111.3604",Asia/Shanghai,8.0,92.0,73.7,81.3,76.4,95.26,3.26,,37.5,,,,,6.7,212.5,1004.9,97.5,8.5,,,0.0,0.48,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain
1,-28.5358,153.3923,"-28.5358,153.3923","-28.5358,153.3923",Australia/Sydney,11.0,75.3,71.6,74.1,71.4,91.27,5.47,,30.43,,,,,19.3,109.3,1011.2,71.9,3.8,,,0.0,0.09,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain
1,43.3593,-124.1619,"43.3593,-124.1619","43.3593,-124.1619",America/Los_Angeles,-7.0,40.5,23.8,33.2,29.8,70.35,0.8,,37.5,,,,26.4,17.1,167.0,1008.4,70.5,9.1,,,0.0,0.67,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain
1,57.57899999999999,-4.5973,"57.57899999999999,-4.5973","57.57899999999999,-4.5973",Europe/London,0.0,51.3,30.3,40.6,40.6,84.39,0.83,,16.67,,,,42.8,22.6,199.8,988.7,74.4,16.5,,,0.0,0.63,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain
1,5.35,100.266,"5.35,100.266","5.35,100.266",Asia/Kuala_Lumpur,8.0,99.5,75.1,84.8,76.2,89.01,0.03,,4.17,,,,,10.1,216.5,1010.2,90.5,5.5,,,0.0,0.39,"Rain, Overcast",Cloudy skies throughout the day with early morning rain.,rain
1,28.0054,82.68,"28.0054,82.68","28.0054,82.68",Asia/Kathmandu,5.75,0.0,0.0,96.0,72.2,67.5,0.13,37.5,16.0,,,,,3.4,146.6,999.7,50.3,8.6,,,,0.74,Partially cloudy,,partly-cloudy-day
1,10.8334,-60.9436,"10.8334,-60.9436","10.8334,-60.9436",America/Port_of_Spain,-4.0,94.6,76.1,82.9,74.9,86.21,3.87,,12.5,,,,,15.0,107.7,1010.7,88.1,5.3,,,0.0,0.81,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain
1,-0.936,122.1815,"-0.936,122.1815","-0.936,122.1815",Asia/Makassar,8.0,89.7,76.7,82.0,75.1,87.07,0.39,,42.86,,,,,6.9,184.3,1010.8,85.7,5.6,,,0.0,0.13,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain
1,26.9986,95.4993,"26.9986,95.4993","26.9986,95.4993",Asia/Kolkata,5.5,80.0,75.3,77.3,76.5,97.17,2.4,,37.5,,,,,6.9,51.3,998.1,93.8,1.2,,,0.0,0.16,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain
1,-7.7333,109.0,"-7.7333,109.0","-7.7333,109.0",Asia/Jakarta,7.0,94.1,75.8,80.8,74.9,88.76,0.94,,85.71,,,,,9.2,220.0,1011.4,91.4,5.1,,,0.0,0.14,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain
1,27.5523,91.752,"27.5523,91.752","27.5523,91.752",Asia/Kolkata,5.5,0.0,0.0,,,,,,0.0,,,,,,,,,,,,,0.5,,,
1,25.7713,93.8067,"25.7713,93.8067","25.7713,93.8067",Asia/Kolkata,5.5,0.0,0.0,72.2,70.1,93.0,1.09,80.0,33.0,,,,,2.2,228.0,,60.0,1.5,,,,0.5,"Rain, Partially cloudy",,rain
1,35.8736,-93.9131,"35.8736,-93.9131","35.8736,-93.9131",America/Chicago,-6.0,32.6,18.9,26.1,27.7,92.63,0.0,,0.0,,0.0,0.0,20.9,9.7,160.9,1019.1,100.0,9.8,,,0.0,0.59,Overcast,Cloudy skies throughout the day.,cloudy
1,34.2342,-118.2246,"34.2342,-118.2246","34.2342,-118.2246",America/Los_Angeles,-8.0,53.7,44.1,49.2,45.8,84.83,0.86,,70.83,,,,32.2,15.8,145.5,989.0,91.9,8.7,,,0.0,0.15,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain
1,27.0875,88.6556,"27.0875,88.6556","27.0875,88.6556",Asia/Kolkata,5.5,98.0,79.8,88.9,79.7,92.63,3.23,,100.0,,,,,4.7,235.0,1002.0,95.0,1.9,,,0.0,0.48,"Rain, Overcast",Cloudy skies throughout the day with rain in the morning and afternoon.,rain
1,16.3712,120.6076,"16.3712,120.6076","16.3712,120.6076",Asia/Manila,8.0,91.6,62.4,65.5,64.1,96.92,10.67,,27.27,,,,,17.9,310.9,995.3,100.0,2.9,,,0.0,0.41,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain
1,50.3859,-4.7497,"50.3859,-4.7497","50.3859,-4.7497",Europe/London,0.0,53.1,39.3,43.3,45.4,91.82,1.89,,16.67,,,,43.8,30.6,184.3,999.6,41.1,7.0,,,0.0,0.42,"Rain, Partially cloudy",Clearing in the afternoon with a chance of rain throughout the day.,rain
1,32.8273,-116.8487,"32.8273,-116.8487","32.8273,-116.8487",America/Los_Angeles,-8.0,54.0,38.8,47.8,44.8,87.53,0.36,,58.33,,,,,11.6,176.9,1013.0,72.3,5.0,,,0.0,0.9,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain
1,47.9196,-122.315,"47.9196,-122.315","47.9196,-122.315",America/Los_Angeles,-8.0,54.0,44.9,50.8,46.6,84.28,0.51,,79.17,,0.0,0.0,34.4,25.1,159.3,1000.7,91.7,7.9,,,0.0,0.55,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain
1,-6.9959,107.5044,"-6.9959,107.5044","-6.9959,107.5044",Asia/Jakarta,7.0,73.1,65.6,68.2,65.5,91.2,1.09,,25.0,,,,,5.8,202.5,,93.8,3.3,,,0.0,0.49,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain
1,30.4,79.34899999999999,"30.4,79.34899999999999","30.4,79.34899999999999",Asia/Kolkata,5.5,0.0,0.0,,,,,,0.0,,,,,,,,,,,,,0.5,,,
1,39.5667,2.65,"39.5667,2.65","39.5667,2.65",Europe/Madrid,1.0,55.5,37.6,49.7,43.4,77.69,0.2,,13.04,,,,,20.8,225.2,996.8,64.3,8.1,,,0.0,0.53,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain
1,-23.0,-43.24,"-23.0,-43.24","-23.0,-43.24",America/Sao_Paulo,-2.0,90.8,71.7,78.0,71.5,84.75,0.0,,0.0,,,,,19.8,210.2,,92.6,5.2,,,0.0,1.0,Overcast,Cloudy skies throughout the day.,cloudy
1,45.5626,-123.8916,"45.5626,-123.8916","45.5626,-123.8916",America/Los_Angeles,-8.0,55.1,45.9,52.2,48.1,84.9,0.94,,83.33,,,,34.4,15.0,166.7,1012.9,99.4,7.8,,,0.0,0.61,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain
1,30.0694,101.44,"30.0694,101.44","30.0694,101.44",Asia/Shanghai,8.0,62.3,55.7,58.3,56.3,93.24,0.39,,28.57,,,,,11.2,151.4,,71.4,17.3,,,0.0,0.03,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain
1,40.3927,-80.1091,"40.3927,-80.1091","40.3927,-80.1091",America/New_York,-5.0,44.4,22.7,33.9,21.5,53.0,0.0,,0.0,,,,20.9,12.4,90.2,1028.6,59.0,9.9,,,0.0,0.06,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
1,22.3513,91.8295,"22.3513,91.8295","22.3513,91.8295",Asia/Dhaka,6.0,98.2,75.4,85.0,77.4,91.9,5.72,,36.84,,,,,13.9,131.8,997.6,90.9,2.7,,,0.0,0.41,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain
1,37.4096,-81.4268,"37.4096,-81.4268","37.4096,-81.4268",America/New_York,-5.0,41.1,31.4,35.5,36.8,85.34,0.37,,54.17,,0.0,0.0,26.4,14.9,118.2,1014.7,97.6,8.4,,,0.0,0.5,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain
1,57.381,-5.4751,"57.381,-5.4751","57.381,-5.4751",Europe/London,0.0,41.8,22.0,29.7,41.3,99.43,1.77,,12.5,,,,32.2,41.2,286.0,1004.4,17.1,16.5,,,0.0,0.11,Rain,Clear conditions throughout the day with a chance of rain throughout the day.,rain
1,42.6118,-124.3924,"42.6118,-124.3924","42.6118,-124.3924",America/Los_Angeles,-7.0,52.9,39.6,48.8,47.7,89.51,2.49,,100.0,,,,33.3,39.7,168.2,1008.1,17.7,1.5,,,0.0,0.19,Rain,Clear conditions throughout the day with a chance of rain throughout the day.,rain
1,34.0942,74.0226,"34.0942,74.0226","34.0942,74.0226",Asia/Kolkata,5.5,70.5,63.2,66.9,63.5,88.7,1.94,,75.0,,,,,2.0,198.1,,84.2,3.7,,,0.0,0.48,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain
1,44.5259,-109.9704,"44.5259,-109.9704","44.5259,-109.9704",America/Denver,-6.0,77.8,42.4,58.9,36.8,50.98,0.0,,0.0,,,,,7.6,133.1,1021.4,1.3,9.7,,,0.0,0.88,Clear,Clear conditions throughout the day.,clear-day
1,-40.1685,176.8242,"-40.1685,176.8242","-40.1685,176.8242",Pacific/Auckland,12.0,56.0,51.5,53.4,51.9,94.62,3.49,,50.0,,,,,20.8,211.3,1016.5,0.0,2.8,,,0.0,0.82,Rain,Clear conditions throughout the day with a chance of rain throughout the day.,rain
1,31.6916,76.5102,"31.6916,76.5102","31.6916,76.5102",Asia/Kolkata,5.5,0.0,0.0,93.8,74.4,85.8,1.08,0.0,0.0,,,,,1.3,221.7,,73.9,1.4,,,,0.88,Partially cloudy,,partly-cloudy-day
1,43.3978,-124.2206,"43.3978,-124.2206","43.3978,-124.2206",America/Los_Angeles,-8.0,55.4,37.8,46.6,45.2,85.26,1.13,,91.3,,0.0,0.0,39.1,25.3,203.5,1004.2,94.3,9.0,,,0.0,0.13,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain
1,37.6782,-119.7669,"37.6782,-119.7669","37.6782,-119.7669",America/Los_Angeles,-8.0,16.4,-3.0,6.2,27.1,100.0,0.01,,4.17,,,,26.4,15.1,300.4,1013.7,0.0,9.9,,,0.0,0.88,Snow,Clear conditions throughout the day with morning rain.,snow
1,47.3681,-123.1595,"47.3681,-123.1595","47.3681,-123.1595",America/Los_Angeles,-8.0,50.9,31.2,38.3,39.4,87.64,1.95,,54.17,,,,,18.2,186.7,1007.4,83.2,9.1,,,0.0,0.0,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain
1,42.918,-124.1108,"42.918,-124.1108","42.918,-124.1108",America/Los_Angeles,-8.0,39.8,25.8,31.5,29.5,80.71,0.33,,54.17,,,,25.3,7.8,172.2,1006.6,39.9,6.3,,,0.0,0.49,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain
1,27.0409,103.4086,"27.0409,103.4086","27.0409,103.4086",Asia/Shanghai,8.0,78.6,62.3,69.3,61.8,78.88,0.16,,28.57,,,,,4.5,178.3,,49.7,9.3,,,0.0,0.22,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain
1,60.7593,7.0991,"60.7593,7.0991","60.7593,7.0991",Europe/Oslo,2.0,42.6,32.8,37.9,36.4,78.5,0.07,,12.5,,,,25.2,16.9,210.1,1016.0,0.0,,,,0.0,0.53,Rain,Clear conditions throughout the day with a chance of rain throughout the day.,rain
1,58.3336,-134.4739,"58.3336,-134.4739","58.3336,-134.4739",America/Juneau,-8.0,56.0,53.0,54.1,50.9,89.11,1.21,,79.17,,0.0,0.0,38.4,26.7,114.2,1004.4,61.3,6.4,,,0.0,0.52,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain
1,18.0677,-77.0476,"18.0677,-77.0476","18.0677,-77.0476",America/Jamaica,-5.0,88.3,71.6,79.1,71.4,81.22,7.45,,12.5,,,,,24.2,164.6,1005.8,99.8,3.4,,,0.0,0.67,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain
1,27.777,85.3717,"27.777,85.3717","27.777,85.3717",Asia/Kathmandu,5.75,84.3,66.3,78.9,,,1.47,,9.09,,,,,9.2,190.0,,51.8,6.2,,,0.0,0.42,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain
1,14.5703,121.1682,"14.5703,121.1682","14.5703,121.1682",Asia/Manila,8.0,96.1,78.8,85.5,78.1,92.8,2.58,,34.78,,,,31.1,20.8,239.9,1003.2,88.8,5.4,,,0.0,0.47,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain
1,27.137,103.95,"27.137,103.95","27.137,103.95",Asia/Shanghai,8.0,76.9,59.0,66.4,57.3,74.57,0.27,,50.0,,,,,9.8,177.4,,90.8,11.0,,,0.0,0.56,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain
1,6.6206,80.1721,"6.6206,80.1721","6.6206,80.1721",Asia/Colombo,5.5,102.7,78.8,93.6,77.3,80.07,2.69,,31.82,,,,,11.4,241.2,1006.7,80.3,6.9,,,0.0,0.07,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain
1,27.8235,101.8873,"27.8235,101.8873","27.8235,101.8873",Asia/Shanghai,8.0,76.7,64.1,69.7,65.2,86.3,0.08,,25.0,,,,,2.2,195.0,,97.5,10.3,,,0.0,0.49,"Rain, Overcast",Cloudy skies throughout the day with rain clearing later.,rain
1,27.8837,93.0515,"27.8837,93.0515","27.8837,93.0515",Asia/Kolkata,5.5,0.0,0.0,,,,,,0.0,,,,,,,,,,,,,0.88,,,
1,13.9719,-84.6701,"13.9719,-84.6701","13.9719,-84.6701",America/Managua,-6.0,0.0,0.0,,,,,,0.0,,,,,,,,,,,,,0.8,,,
1,6.8066,80.9779,"6.8066,80.9779","6.8066,80.9779",Asia/Colombo,5.5,72.8,62.0,68.0,61.8,81.58,1.33,,100.0,,,,,13.9,295.8,1008.3,84.2,10.1,,,0.0,0.88,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain
1,30.0702,78.3027,"30.0702,78.3027","30.0702,78.3027",Asia/Kolkata,5.5,78.2,77.1,77.7,76.7,96.58,1.5,,57.14,,,,,1.1,,997.1,100.0,1.0,,,0.0,0.99,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain
1,43.1843,-124.2454,"43.1843,-124.2454","43.1843,-124.2454",America/Los_Angeles,-8.0,59.4,50.7,54.0,52.1,93.15,0.26,,33.33,,0.0,0.0,40.3,12.0,131.8,1006.1,24.7,9.4,,,0.0,0.59,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain
1,27.05374234,88.42572376,"27.05374234,88.42572376","27.05374234,88.42572376",Asia/Kolkata,5.5,92.6,78.0,86.1,78.1,92.87,1.34,,66.67,,,,,6.9,30.0,996.3,93.3,2.5,,,0.0,0.59,"Rain, Overcast",Cloudy skies throughout the day with rain clearing later.,rain
1,-3.4326,126.6457,"-3.4326,126.6457","-3.4326,126.6457",Asia/Jayapura,9.0,97.0,76.4,85.2,75.8,84.34,0.08,,14.29,,,,,11.4,151.4,1008.0,60.0,7.5,,,0.0,0.5,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain
1,-2.5236,140.718,"-2.5236,140.718","-2.5236,140.718",Asia/Jayapura,9.0,97.3,77.3,91.7,76.2,78.74,0.0,,0.0,,,,,8.1,240.0,1007.5,82.0,4.6,,,0.0,0.74,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
1,40.7443,-74.0424,"40.7443,-74.0424","40.7443,-74.0424",America/New_York,-4.0,54.1,34.5,41.3,40.0,79.85,0.94,,37.5,,,,36.1,19.1,100.9,1020.1,88.6,7.3,,,0.0,0.48,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain
1,10.4891,-66.9146,"10.4891,-66.9146","10.4891,-66.9146",America/Caracas,-4.5,90.8,75.2,79.9,74.7,90.14,0.0,,0.0,,,,,9.2,41.0,,74.1,5.6,,,0.0,0.79,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
1,-22.9006,-43.0784,"-22.9006,-43.0784","-22.9006,-43.0784",America/Sao_Paulo,-3.0,74.5,69.4,72.0,70.2,94.07,0.0,,0.0,,,,34.4,20.0,250.5,,100.0,2.3,,,0.0,0.76,Overcast,Cloudy skies throughout the day.,cloudy
1,9.1922,-83.6055,"9.1922,-83.6055","9.1922,-83.6055",America/Costa_Rica,-6.0,0.0,0.0,,,,,,0.0,,,,,,,,,,,,,0.98,,,
1,-3.6849,119.6525,"-3.6849,119.6525","-3.6849,119.6525",Asia/Makassar,8.0,0.0,0.0,,,,,,0.0,,,,,,,,,,,,,0.02,,,
1,28.2654,104.1313,"28.2654,104.1313","28.2654,104.1313",Asia/Shanghai,8.0,86.5,74.6,79.1,72.0,82.48,0.63,,37.5,,,,,4.5,211.4,1001.5,88.8,13.5,,,0.0,0.97,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain
1,49.7701,-117.4619,"49.7701,-117.4619","49.7701,-117.4619",America/Vancouver,-7.0,80.8,50.5,65.6,50.0,61.8,0.0,,0.0,,,,25.2,9.6,239.9,1009.5,11.2,14.9,,,0.0,0.49,Clear,Clear conditions throughout the day.,clear-day
1,29.7911,80.058,"29.7911,80.058","29.7911,80.058",Asia/Kolkata,5.5,60.9,60.9,60.9,60.9,100.0,0.0,,0.0,,,,,0.0,,,100.0,6.2,,,0.0,0.44,Overcast,Cloudy skies throughout the day.,cloudy
1,47.1496,-68.9434,"47.1496,-68.9434","47.1496,-68.9434",America/New_York,-4.0,58.5,45.5,51.4,49.1,90.4,1.13,,87.5,,0.0,0.0,,10.5,103.9,1013.7,74.0,51.9,,,0.0,0.05,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain
1,35.2856,73.1642,"35.2856,73.1642","35.2856,73.1642",Asia/Karachi,5.0,0.0,0.0,,,,,,0.0,,,,,,,,,,,,,0.94,,,
1,21.4406,92.118,"21.4406,92.118","21.4406,92.118",Asia/Dhaka,6.0,78.8,75.2,77.1,76.4,97.91,10.39,,87.5,,,,,4.7,212.0,999.8,99.2,1.2,,,0.0,0.39,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain
1,42.7188,25.7153,"42.7188,25.7153","42.7188,25.7153",Europe/Sofia,3.0,71.6,44.8,58.9,51.6,78.93,0.08,,4.17,,,,,13.4,275.2,1009.4,37.2,6.0,,,0.0,0.28,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain
1,33.9445,74.79899999999999,"33.9445,74.79899999999999","33.9445,74.79899999999999",Asia/Kolkata,5.5,48.8,33.7,43.0,39.3,83.75,0.29,,25.0,,,,,8.1,175.0,,97.5,1.4,,,0.0,0.4,"Rain, Overcast",Cloudy skies throughout the day with rain clearing later.,rain
1,57.147,-5.0937,"57.147,-5.0937","57.147,-5.0937",Europe/London,0.0,36.0,21.8,27.2,33.4,86.03,0.91,,12.5,,,,37.6,31.8,238.3,1012.5,42.7,15.8,,,0.0,0.53,"Rain, Partially cloudy",Clearing in the afternoon with a chance of rain throughout the day.,rain
1,-43.6069,172.7072,"-43.6069,172.7072","-43.6069,172.7072",Pacific/Auckland,13.0,55.4,37.5,48.2,49.9,95.57,1.61,,12.5,,,,43.6,30.5,224.5,1014.3,86.2,3.6,,,0.0,0.11,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain
1,45.9768,-123.1946,"45.9768,-123.1946","45.9768,-123.1946",America/Los_Angeles,-8.0,40.8,29.2,35.1,35.2,81.75,0.64,,95.83,,,,28.4,15.9,185.5,1005.3,89.0,9.5,,,0.0,0.11,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain
1,38.5312,-81.7334,"38.5312,-81.7334","38.5312,-81.7334",America/New_York,-5.0,28.6,9.8,16.9,20.0,86.23,0.61,,75.0,,4.4,7.19,23.0,12.5,295.6,1025.7,77.9,2.7,,,0.0,0.5,"Snow, Partially cloudy",Partly cloudy throughout the day with a chance of rain or snow throughout the day.,snow
1,-22.9033,-43.1201,"-22.9033,-43.1201","-22.9033,-43.1201",America/Sao_Paulo,-3.0,74.9,69.6,72.1,70.4,94.38,0.0,,0.0,,,,34.4,20.4,246.3,,100.0,2.3,,,0.0,0.76,Overcast,Cloudy skies throughout the day.,cloudy
1,11.1807,-60.7651,"11.1807,-60.7651","11.1807,-60.7651",America/Port_of_Spain,-4.0,97.8,77.0,85.1,75.6,85.33,0.28,,5.0,,,,,17.2,76.0,1012.7,89.2,6.3,,,0.0,0.97,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain
1,35.0148,75.6213,"35.0148,75.6213","35.0148,75.6213",Asia/Karachi,5.0,0.0,0.0,90.2,47.9,30.4,0.0,0.0,0.0,,,,,3.4,240.0,,37.5,5.0,,,,0.96,Partially cloudy,,partly-cloudy-day
1,4.8525,100.7943,"4.8525,100.7943","4.8525,100.7943",Asia/Kuala_Lumpur,8.0,100.1,73.2,84.9,73.9,80.92,0.04,,4.17,,,,,5.5,,1010.0,83.6,6.8,,,0.0,0.45,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain
1,44.1159,-124.1216,"44.1159,-124.1216","44.1159,-124.1216",America/Los_Angeles,-8.0,52.2,50.0,51.1,49.5,94.4,0.79,,87.5,,0.0,0.0,52.1,35.6,171.9,1010.9,83.1,5.6,,,0.0,0.63,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain
1,29.1491,81.6165,"29.1491,81.6165","29.1491,81.6165",Asia/Kathmandu,5.75,90.8,66.3,78.2,67.1,71.97,0.99,,40.0,,,,,8.1,207.2,995.7,74.1,6.3,,,0.0,0.88,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain
1,43.6515,-123.6607,"43.6515,-123.6607","43.6515,-123.6607",America/Los_Angeles,-7.0,41.7,29.7,37.0,33.7,76.51,0.26,,50.0,,,,25.3,16.9,199.0,1014.2,84.8,9.7,,,0.0,0.07,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain
1,27.6661,86.0332,"27.6661,86.0332","27.6661,86.0332",Asia/Kathmandu,5.75,84.2,69.2,80.1,64.1,83.91,0.44,,8.33,,,,,11.4,95.5,,50.9,6.4,,,0.0,0.72,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain
1,31.0215,77.1038,"31.0215,77.1038","31.0215,77.1038",Asia/Kolkata,5.5,0.0,0.0,101.0,70.4,82.6,0.84,20.0,8.0,,,,,9.8,163.5,1006.8,59.7,2.7,,,,0.5,Partially cloudy,,partly-cloudy-day
1,38.5734,-85.2981,"38.5734,-85.2981","38.5734,-85.2981",America/New_York,-4.0,64.0,51.5,57.6,42.1,59.19,0.26,,12.5,,0.0,0.0,32.7,20.4,275.7,1007.7,50.1,9.7,,,0.0,0.8,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain
1,32.4318,77.2147,"32.4318,77.2147","32.4318,77.2147",Asia/Kolkata,5.5,0.0,0.0,69.3,59.1,83.4,0.2,25.0,10.0,,,,,0.0,,,17.9,2.5,,,,0.99,Clear,,clear-day
1,27.7768,85.8888,"27.7768,85.8888","27.7768,85.8888",Asia/Kathmandu,5.75,77.0,69.8,73.5,69.8,88.41,1.89,,13.64,,,,,11.4,120.9,,87.3,4.0,,,0.0,0.0,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain
1,30.4297,97.1598,"30.4297,97.1598","30.4297,97.1598",Asia/Shanghai,8.0,77.1,51.5,63.7,43.9,55.23,0.0,,0.0,,,,,6.7,231.4,,71.3,18.6,,,0.0,0.04,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
1,31.46626719,76.86927482,"31.46626719,76.86927482","31.46626719,76.86927482",Asia/Kolkata,5.5,69.7,39.3,50.0,42.1,77.23,0.0,,0.0,,,,,1.1,106.7,,2.5,2.2,,,0.0,0.59,Clear,Clear conditions throughout the day.,clear-day
1,10.2288,77.4767,"10.2288,77.4767","10.2288,77.4767",Asia/Kolkata,5.5,57.3,57.3,57.3,57.3,99.98,0.0,,0.0,,,,,5.8,90.0,1011.0,100.0,0.6,,,0.0,0.93,Overcast,Cloudy skies throughout the day.,fog
1,46.0603,-122.8952,"46.0603,-122.8952","46.0603,-122.8952",America/Los_Angeles,-8.0,47.8,36.6,42.0,42.1,91.47,0.66,,45.83,,0.0,0.0,30.8,16.8,121.9,1006.6,88.8,8.5,,,0.0,0.01,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain
